Sat Nov 26 16:56:23 2022    output.dat

         1997785 function calls (1949844 primitive calls) in 4.086 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 {built-in method setSizePolicy}
       54    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsWidget.py:42(height)
        1    0.000    0.000    0.005    0.005 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsLayout.py:108(addItem)
       18    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/algo.py:125(collides)
      176    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:553(viewRangeChanged)
       39    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:350(_minDataShape)
       18    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:281(itemChange)
       35    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/random.py:239(_randbelow_with_getrandbits)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1628(updateViewLists)
        6    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:9(__init__)
       87    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:245(<genexpr>)
      156    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/numeric.py:1481(_cross_dispatcher)
       99    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/PyQt6/uic/Compiler/proxy_metaclass.py:77(__getattribute__)
       19    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotCurveItem.py:649(clear)
      176    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:94(forgetViewWidget)
       10    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/widgets/GraphicsView.py:171(keyPressEvent)
        1    0.000    0.000    0.000    0.000 {built-in method setViewport}
       20    0.000    0.000    0.000    0.000 {built-in method setToolTip}
       31    0.000    0.000    0.006    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1061(itemsChanged)
        2    0.000    0.000    0.000    0.000 {built-in method findText}
        7    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/widgets/GraphicsView.py:211(updateMatrix)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:436(_parse_sub)
       41    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:428(__setitem__)
        8    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:368(__init__)
        6    0.000    0.000    0.017    0.003 /home/lucla/Programming/PyGJK/pygjk/rendering.py:35(create_shape)
       41    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/_internal.py:304(data)
       26    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:234(__next)
        1    0.000    0.000    0.001    0.001 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:433(resizeEvent)
       31    0.000    0.000    0.022    0.001 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:146(__init__)
       38    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotCurveItem.py:83(setClickable)
        2    0.000    0.000    0.001    0.001 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_compile.py:783(compile)
       59    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       35    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/random.py:366(randint)
        5    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:20(scale)
       62    0.000    0.000    0.000    0.000 {built-in method zValue}
        1    0.000    0.000    4.104    4.104 {built-in method builtins.exec}
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/_weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:244(values)
        4    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:28(__setitem__)
        1    0.000    0.000    0.030    0.030 /home/lucla/Programming/PyGJK/pygjk/algo.py:17(<listcomp>)
        7    0.000    0.000    0.000    0.000 {built-in method setSceneRect}
        1    0.000    0.000    0.003    0.003 /home/lucla/Programming/PyGJK/pygjk/algo.py:21(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:944(parse)
      7/5    0.000    0.000    0.002    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1472(update)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/widgets/GraphicsView.py:179(setCentralWidget)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_compile.py:560(_compile_info)
        5    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:17(rotate)
       19    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotDataItem.py:362(setCurveClickable)
        6    0.000    0.000    0.000    0.000 {built-in method children}
      4/2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:175(getwidth)
       38    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotDataItem.py:370(boundingRect)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:183(checkForChildren)
       30    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/rendering.py:75(get_shape)
        6    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBoxMenu.py:98(viewStateChanged)
      5/1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       29    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/rendering.py:100(scatter)
      137    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:535(viewChanged)
        5    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/Point.py:95(_math_)
        1    0.000    0.000    0.000    0.000 {built-in method oldSize}
        5    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:468(targetRect)
       40    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:415(__getitem__)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:165(__getitem__)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/_weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBoxMenu.py:226(setViewList)
      4/2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:781(enableAutoRange)
        1    0.000    0.000    0.006    0.006 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/widgets/GraphicsLayoutWidget.py:50(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method size}
       20    0.000    0.000    0.000    0.000 {built-in method objectName}
        1    0.000    0.000    0.000    0.000 {built-in method setBackgroundRole}
        3    0.000    0.000    0.000    0.000 {built-in method setGeometry}
       87    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:667(setBrush)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/inspect.py:199(ismethod)
        6    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:47(__init__)
        4    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/functions.py:2998(invertQTransform)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:255(get)
        1    0.000    0.000    0.001    0.001 /home/lucla/Programming/PyGJK/pygjk/rendering.py:13(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/widgets/GraphicsView.py:159(useOpenGL)
       10    0.000    0.000    0.000    0.000 {built-in method keyPressEvent}
       39    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:83(transform)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/__init__.py:333(_connectCleanup)
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        2    0.000    0.000    0.000    0.000 {built-in method setLayout}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:300(getState)
        5    0.000    0.000    0.000    0.000 {built-in method setZValue}
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:176(interface)
        1    0.000    0.000    0.000    0.000 {built-in method setScene}
        3    0.000    0.000    0.000    0.000 {built-in method setTitle}
        2    0.000    0.000    0.000    0.000 {built-in method setDefaultWidget}
        2    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_compile.py:622(_code)
        1    0.000    0.000    0.000    0.000 {built-in method setCacheMode}
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:212(mkChangeCallback)
        8    0.000    0.000    0.000    0.000 {built-in method p2}
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:986(__and__)
        2    0.000    0.000    0.000    0.000 {built-in method clear}
        2    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1124(setAspectLocked)
        6    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:173(append)
       36    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    4.104    4.104 /home/lucla/Programming/PyGJK/pygjk/__main__.py:9(main)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        4    0.000    0.000    0.000    0.000 {built-in method length}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1672(quit)
        1    0.000    0.000    0.044    0.044 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsLayout.py:76(addViewBox)
       29    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/rendering.py:78(shapes)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:34(comboState)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:225(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method setFrameShape}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:246(register)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/inspect.py:277(isfunction)
        2    0.000    0.000    0.000    0.000 {built-in method setActionGroup}
       16    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:250(match)
        8    0.000    0.000    0.000    0.000 {built-in method blockSignals}
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:433(_uniq)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:735(setSize)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/widgets/GraphicsView.py:129(setBackground)
        6    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1554(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:469(keys)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
        5    0.000    0.000    0.000    0.000 {built-in method setPen}
        2    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:42(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method unitVector}
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/Qt/__init__.py:368(mkQApp)
        8    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:90(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:122(_commit_removals)
       35    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.002    0.002 /home/lucla/Programming/PyGJK/pygjk/algo.py:28(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method removeItem}
        6    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:287(tell)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:985(linkedXChanged)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_compile.py:265(_compile_charset)
        3    0.000    0.000    0.000    0.000 {built-in method setStyle}
        3    0.000    0.000    0.000    0.000 {built-in method instance}
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/_weakrefset.py:17(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method isChecked}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:235(getAspectRatio)
        2    0.000    0.000    0.000    0.000 {built-in method setMaximumSize}
        2    0.000    0.000    0.000    0.000 {built-in method setEnabled}
       10    0.000    0.000    0.000    0.000 {built-in method center}
        2    0.000    0.000    0.000    0.000 {built-in method resize}
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:76(__init__)
        8    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:161(__len__)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:928(fix_flags)
        4    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:104(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method setSingleStep}
        2    0.000    0.000    0.000    0.000 {built-in method itemData}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:105(__init__)
        4    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:112(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:388(_commit_removals)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/widgets/GraphicsView.py:199(clearMouse)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ItemGroup.py:15(boundingRect)
        2    0.000    0.000    0.000    0.000 {built-in method setContentsMargins}
        7    0.000    0.000    0.000    0.000 {built-in method resetTransform}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/GraphicsScene/GraphicsScene.py:402(removeItem)
        1    0.000    0.000    0.000    0.000 {built-in method setInterval}
        5    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/Point.py:74(__mul__)
        7    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:995(linkedView)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/__init__.py:56(setConfigOption)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_compile.py:516(_get_charset_prefix)
        4    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_compile.py:619(isstring)
        5    0.000    0.000    0.000    0.000 {built-in method scale}
       18    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method adjoint}
        2    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 {built-in method setMaximum}
        4    0.000    0.000    0.000    0.000 {built-in method setCurrentIndex}
        4    0.000    0.000    0.000    0.000 {built-in method text}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:290(update)
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 {built-in method start}
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_compile.py:447(_simple)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/widgets/GraphicsView.py:176(setCentralItem)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
        3    0.000    0.000    0.000    0.000 {built-in method adjusted}
      5/1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:24(append)
        1    0.000    0.000    0.002    0.002 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:634(setXRange)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ItemGroup.py:11(__init__)
        6    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:80(set_id)
        2    0.000    0.000    0.000    0.000 {built-in method setRect}
        4    0.000    0.000    0.000    0.000 {built-in method normalVector}
        4    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:82(groups)
        2    0.000    0.000    0.000    0.000 {built-in method currentIndex}
        4    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:103(<lambda>)
        3    0.000    0.000    0.000    0.000 {built-in method width}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/_collections_abc.py:978(clear)
        2    0.000    0.000    0.000    0.000 {built-in method currentText}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/__init__.py:63(setConfigOptions)
        1    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        4    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
        4    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_compile.py:477(_get_iscased)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1620(updateBackground)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:94(<lambda>)
        4    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:107(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method window}
        2    0.000    0.000    0.000    0.000 {built-in method value}
        1    0.000    0.000    0.001    0.001 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:626(setYRange)
        2    0.000    0.000    0.000    0.000 {built-in method itemText}
        1    0.000    0.000    0.000    0.000 {built-in method setBackgroundBrush}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:253(popitem)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1004(linkedViewChanged)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsLayout.py:144(getItem)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsLayout.py:55(nextColumn)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    4.104    4.104 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:990(linkedYChanged)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:169(__setitem__)
        2    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:77(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method setVerticalScrollBarPolicy}
        1    0.000    0.000    0.000    0.000 {built-in method setBrush}
        2    0.000    0.000    0.000    0.000 {built-in method setSpacing}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/GraphicsScene/GraphicsScene.py:135(setClickRadius)
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsLayout.py:187(_updateItemBorder)
        2    0.000    0.000    0.000    0.000 {built-in method count}
        1    0.000    0.000    0.000    0.000 {built-in method setTransformationAnchor}
        1    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method layout}
        1    0.000    0.000    0.000    0.000 {built-in method setHorizontalScrollBarPolicy}
        1    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:21(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method height}
        1    0.000    0.000    0.000    0.000 {built-in method newSize}
        1    0.000    0.000    0.000    0.000 {built-in method setViewportUpdateMode}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method setResizeAnchor}
        1    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/GraphicsScene/GraphicsScene.py:144(setMoveDistance)
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}


