Sat Nov 26 16:56:23 2022    output.dat

         1997785 function calls (1949844 primitive calls) in 4.086 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      706    0.000    0.000    0.000    0.000 {built-in method bits}
      706    0.000    0.000    0.000    0.000 {built-in method bytesPerLine}
      706    0.000    0.000    0.000    0.000 {built-in method depth}
      706    0.001    0.000    0.003    0.000 {built-in method format}
      706    0.001    0.000    0.001    0.000 {built-in method end}
      706    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/abc.py:117(__instancecheck__)
      702    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      697    0.001    0.000    0.011    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:133(_mkBrush)
      638    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
  636/610    0.000    0.000    0.002    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1577(updateMatrix)
      619    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/__init__.py:71(getConfigOption)
      600    0.001    0.000    0.002    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1180(mapFromItemToView)
      600    0.000    0.000    0.000    0.000 {built-in method boundingRect}
      600    0.001    0.000    0.001    0.000 {built-in method mapFromItem}
      533    0.001    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/GraphicsScene/GraphicsScene.py:562(translateGraphicsItem)
      532    0.001    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotCurveItem.py:198(pixelPadding)
      513    0.001    0.000    0.027    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotCurveItem.py:450(generatePath)
      513    0.002    0.000    0.030    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotCurveItem.py:488(getPath)
      513    0.006    0.000    0.045    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotCurveItem.py:500(paint)
      513    0.008    0.000    0.024    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/functions.py:1896(_arrayToQPath_all)
      513    0.002    0.000    0.026    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/functions.py:2026(arrayToQPath)
      513    0.002    0.000    0.004    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/functions.py:2162(ndarray_from_qpolygonf)
      513    0.002    0.000    0.003    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/functions.py:2177(create_qpolygonf)
      513    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2401(_all_dispatcher)
      513    0.001    0.000    0.006    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2406(all)
      513    0.001    0.000    0.008    0.000 <__array_function__ internals>:177(all)
      513    0.001    0.000    0.001    0.000 {built-in method fill}
      513    0.000    0.000    0.000    0.000 {built-in method addPolygon}
      513    0.001    0.000    0.001    0.000 {built-in method reserve}
      513    0.000    0.000    0.000    0.000 {built-in method data}
      508    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      476    0.001    0.000    0.002    0.000 /home/lucla/Programming/PyGJK/pygjk/algo.py:131(crossed_origin)
      468    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/numeric.py:1406(_moveaxis_dispatcher)
      468    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/numeric.py:1472(<listcomp>)
      468    0.002    0.000    0.007    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/numeric.py:1410(moveaxis)
      468    0.000    0.000    0.009    0.000 <__array_function__ internals>:177(moveaxis)
      468    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      462    0.001    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:423(__getattr__)
      458    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      458    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      458    0.001    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:82(__init__)
      458    0.001    0.000    0.009    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:165(__prepare__)
      458    0.001    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:198(<dictcomp>)
      458    0.008    0.000    0.012    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:222(<setcomp>)
      458    0.056    0.000    0.110    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:180(__new__)
      458    0.006    0.000    0.163    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:483(_create_)
      458    0.001    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:569(_check_for_existing_members)
      458    0.002    0.000    0.005    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:626(_find_new_)
      456    0.001    0.000    0.002    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:409(parentItem)
      456    0.000    0.000    0.000    0.000 {built-in method parentItem}
      436    0.003    0.000    0.013    0.000 /home/lucla/Programming/PyGJK/pygjk/algo.py:139(normalize)
      436    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/linalg/linalg.py:117(isComplexType)
      436    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/linalg/linalg.py:2353(_norm_dispatcher)
      436    0.005    0.000    0.008    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/linalg/linalg.py:2357(norm)
      436    0.001    0.000    0.010    0.000 <__array_function__ internals>:177(norm)
      436    0.002    0.000    0.002    0.000 {method 'dot' of 'numpy.ndarray' objects}
      436    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      435    0.028    0.000    2.528    0.006 /home/lucla/Programming/PyGJK/pygjk/algo.py:44(reset_data)
      435    0.010    0.000    2.810    0.006 /home/lucla/Programming/PyGJK/pygjk/algo.py:57(check_collisions)
      417    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/algo.py:121(does_not_collide)
      402    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotDataItem.py:1073(pixelPadding)
      380    0.008    0.000    0.008    0.000 {method 'connect' of 'PyQt6.QtCore.pyqtBoundSignal' objects}
      354    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/rendering.py:103(lines)
      348    0.005    0.000    0.234    0.001 /home/lucla/Programming/PyGJK/pygjk/tools.py:117(<listcomp>)
      348    0.001    0.000    0.309    0.001 /home/lucla/Programming/PyGJK/pygjk/tools.py:116(getFormattedPoints)
      328    0.000    0.000    0.000    0.000 {built-in method toGraphicsObject}
      319    0.001    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:169(array)
      319    0.001    0.000    0.004    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:174(draw)
      319    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:221(pixmap)
      319    0.020    0.000    0.114    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:1062(paint)
      319    0.022    0.000    0.037    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:1143(_maskAt)
      319    0.002    0.000    0.005    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/functions.py:1046(transformToArray)
      319    0.015    0.000    0.030    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/functions.py:1079(transformCoordinates)
      319    0.006    0.000    0.006    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/functions.py:1191(clip_array)
      319    0.001    0.000    0.003    0.000 <__array_function__ internals>:177(concatenate)
      319    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)
      319    0.002    0.000    0.003    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/shape_base.py:81(atleast_2d)
      319    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
      319    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/shape_base.py:218(_vhstack_dispatcher)
      319    0.001    0.000    0.007    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/shape_base.py:222(vstack)
      319    0.000    0.000    0.003    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/_methods.py:46(_sum)
      319    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(atleast_2d)
      319    0.001    0.000    0.009    0.000 <__array_function__ internals>:177(vstack)
      319    0.001    0.000    0.004    0.000 {method 'sum' of 'numpy.ndarray' objects}
      319    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/multiarray.py:148(concatenate)
      319    0.002    0.000    0.002    0.000 {built-in method drawPixmapFragments}
      319    0.001    0.000    0.001    0.000 {built-in method transform}
      319    0.000    0.000    0.000    0.000 {built-in method m13}
      319    0.000    0.000    0.000    0.000 {built-in method m23}
      319    0.000    0.000    0.000    0.000 {built-in method m31}
      319    0.000    0.000    0.000    0.000 {built-in method m32}
      319    0.000    0.000    0.000    0.000 {built-in method m33}
      319    0.000    0.000    0.000    0.000 {built-in method left}
      319    0.000    0.000    0.000    0.000 {built-in method right}
      258    0.000    0.000    0.000    0.000 {built-in method geometry}
      216    0.000    0.000    0.001    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:123(setColor)
      215    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:561(viewTransformChanged)
      199    0.000    0.000    0.000    0.000 {built-in method views}
      183    0.001    0.000    0.025    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotDataItem.py:457(setPen)
      180    0.000    0.000    0.034    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:119(formatted_color)
      176    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:94(forgetViewWidget)
      176    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:123(forgetViewBox)
  176/138    0.002    0.000    0.018    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:474(_updateView)
      176    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:553(viewRangeChanged)
      174    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/rendering.py:94(<listcomp>)
      174    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/rendering.py:95(<listcomp>)
      174    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:113(get_indices)
      160    0.000    0.000    0.000    0.000 {built-in method key}
      156    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/numeric.py:1481(_cross_dispatcher)
      156    0.004    0.000    0.014    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/numeric.py:1485(cross)
      156    0.000    0.000    0.014    0.000 <__array_function__ internals>:177(cross)
      156    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
      150    0.001    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsWidget.py:48(boundingRect)
      150    0.000    0.000    0.000    0.000 {built-in method normalized}
      150    0.000    0.000    0.000    0.000 {built-in method mapRectFromParent}
      138    0.000    0.000    0.018    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:466(parentChanged)
   138/99    0.000    0.000    0.006    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:540(_replaceView)
      138    0.000    0.000    0.000    0.000 {built-in method childItems}
      137    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:421(childItems)
      137    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:535(viewChanged)
      137    0.001    0.000    0.001    0.000 {method 'disconnect' of 'PyQt6.QtCore.pyqtBoundSignal' objects}
      132    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:1015(viewTransformChanged)
      114    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotDataItem.py:352(implements)
       99    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/PyQt6/uic/Compiler/proxy_metaclass.py:77(__getattribute__)
       92    0.001    0.000    0.003    0.000 {built-in method setFlag}
       87    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       87    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/enum.py:245(<genexpr>)
       78    0.000    0.000    0.014    0.000 /home/lucla/Programming/PyGJK/pygjk/algo.py:188(triple_product)
       78    0.000    0.000    0.000    0.000 {built-in method rect}
       77    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotCurveItem.py:242(viewTransformChanged)
       73    0.001    0.000    0.021    0.000 {built-in method setParentItem}
       72    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:50(__init__)
       70    0.001    0.000    0.003    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsObject.py:15(__init__)
       68    0.000    0.000    0.021    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsItem.py:413(setParentItem)
       66    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:453(<listcomp>)
       66    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:451(viewRange)
       66    0.000    0.000    0.013    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:860(updateAutoRange)
       64    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotDataItem.py:1112(viewRangeChanged)
       63    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsLayout.py:148(boundingRect)
       62    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:28(__iter__)
       62    0.000    0.000    0.000    0.000 {built-in method zValue}
       59    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       59    0.000    0.000    0.015    0.000 /home/lucla/Programming/PyGJK/pygjk/algo.py:86(handle_simplex)
       58    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsWidget.py:53(shape)
       58    0.000    0.000    0.000    0.000 {built-in method addRect}
       54    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1365(<listcomp>)
       54    0.005    0.000    0.013    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1355(childrenBounds)
       54    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsWidget.py:42(height)
       54    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/GraphicsWidget.py:45(width)
       50    0.000    0.000    0.000    0.000 {built-in method translate}
       46    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:199(acceptsType)
       45    0.000    0.000    0.008    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:56(itemChange)
       41    0.021    0.001    0.023    0.001 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:149(alloc)
       41    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/_internal.py:304(data)
       41    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/numpy/core/_internal.py:250(__init__)
       41    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:428(__setitem__)
       40    0.000    0.000    0.009    0.000 /home/lucla/Programming/PyGJK/pygjk/algo.py:93(handle_line_simplex)
       40    0.000    0.000    0.000    0.000 {built-in method scene}
       40    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/weakref.py:415(__getitem__)
       39    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:83(transform)
       39    0.003    0.000    0.091    0.002 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:275(_extend)
       39    0.004    0.000    0.008    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:290(_extendFromData)
       39    0.001    0.000    0.002    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:308(_pack)
       39    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:350(_minDataShape)
       38    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotDataItem.py:370(boundingRect)
       38    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotCurveItem.py:83(setClickable)
    36/34    0.000    0.000    0.002    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:293(prepareForPaint)
       36    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       35    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       35    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/random.py:239(_randbelow_with_getrandbits)
       35    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/random.py:292(randrange)
       35    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/random.py:366(randint)
       33    0.001    0.000    0.009    0.000 {built-in method addItem}
       32    0.000    0.000    0.009    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/GraphicsScene/GraphicsScene.py:396(addItem)
       31    0.000    0.000    0.033    0.001 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:397(addItem)
       31    0.000    0.000    0.006    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1061(itemsChanged)
       31    0.000    0.000    0.022    0.001 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:146(__init__)
       31    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:195(__init__)
       31    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:438(<dictcomp>)
       31    0.001    0.000    0.031    0.001 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:390(__init__)
       30    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/rendering.py:75(get_shape)
       29    0.000    0.000    0.001    0.000 /home/lucla/Programming/PyGJK/pygjk/rendering.py:22(reset_colors)
       29    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/rendering.py:78(shapes)
       29    0.000    0.000    0.151    0.005 /home/lucla/Programming/PyGJK/pygjk/rendering.py:87(<listcomp>)
       29    0.006    0.000    0.541    0.019 /home/lucla/Programming/PyGJK/pygjk/rendering.py:86(render)
       29    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/rendering.py:100(scatter)
       29    0.002    0.000    2.812    0.097 /home/lucla/Programming/PyGJK/pygjk/physics.py:8(update)
       29    0.000    0.000    0.001    0.000 /home/lucla/Programming/PyGJK/pygjk/tools.py:14(translate)
       29    0.000    0.000    0.221    0.008 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/widgets/GraphicsView.py:141(paintEvent)
       29    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1607(paint)
       29    0.000    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/GraphicsScene/GraphicsScene.py:127(prepareForPaint)
       29    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       29    0.024    0.001    0.220    0.008 {function GraphicsView.paintEvent at 0x7f5c2f00d480}
       29    0.001    0.000    3.355    0.116 /home/lucla/Programming/PyGJK/pygjk/core.py:109(update)
     26/2    0.000    0.000    0.002    0.001 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:188(autoAdd)
       26    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:234(__next)
       26    0.000    0.000    0.000    0.000 {built-in method setObjectName}
       22    0.001    0.000    0.001    0.000 {built-in method addWidget}
       21    0.001    0.000    0.001    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ScatterPlotItem.py:355(_createPixmap)
       20    0.000    0.000    0.002    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:147(addWidget)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:176(interface)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:183(checkForChildren)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:212(mkChangeCallback)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/WidgetGroup.py:234(readWidget)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/inspect.py:199(ismethod)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/inspect.py:277(isfunction)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:165(__getitem__)
       20    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/sre_parse.py:255(get)
       20    0.000    0.000    0.000    0.000 {built-in method objectName}
       20    0.000    0.000    0.000    0.000 {built-in method setToolTip}
       19    0.000    0.000    0.006    0.000 /home/lucla/Programming/PyGJK/pygjk/algo.py:102(handle_triangle_simplex)
       19    0.001    0.000    0.039    0.002 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotDataItem.py:153(__init__)
       19    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotDataItem.py:362(setCurveClickable)
       19    0.000    0.000    0.003    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotCurveItem.py:36(__init__)
       19    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/PlotCurveItem.py:649(clear)
       19    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       18    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       18    0.000    0.000    0.000    0.000 /home/lucla/Programming/PyGJK/pygjk/algo.py:125(collides)
       18    0.000    0.000    0.000    0.000 /home/lucla/miniconda3/envs/pygjk/lib/python3.10/site-packages/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:281(itemChange)
       18    0.000    0.000    0.000    0.000 {function ViewBox.itemChange at 0x7f5c2f2d53f0}
